COD_IBGE;UF;MUNICIPIO;POPULACAO;RANGE_POP;CAPITAL
3132107;MG;Itacarambi;18175;>10k;
3137502;MG;Lagoa Formosa;18168;>10k;
1100254;RO;Presidente Médici;18165;>10k;
2613800;PE;São Vicente Férrer;18150;>10k;
3512308;SP;Conchas;18138;>10k;
2306702;CE;Jaguaretama;18133;>10k;
2932507;BA;Una;18108;>10k;
3514908;SP;Elias Fausto;18095;>10k;
4211207;SC;Morro da Fumaça;18095;>10k;
4318101;RS;São Francisco de Assis;18081;>10k;
1505403;PA;Ourém;18079;>10k;
4320404;RS;Serafina Corrêa;18074;>10k;
3139300;MG;Manga;18051;>10k;
2500700;PB;São João do Rio do Peixe;18020;>10k;
4200101;SC;Abelardo Luz;18015;>10k;
3504602;SP;Bady Bassitt;18013;>10k;
3155801;MG;Rio Pomba;18007;>10k;
2208809;PI;Regeneração;17979;>10k;
4214003;SC;Presidente Getúlio;17973;>10k;
4213708;SC;Pouso Redondo;17965;>10k;
2104404;MA;Gonçalves Dias;17953;>10k;
1501451;PA;Belterra;17944;>10k;
2502508;PB;Boqueirão;17934;>10k;
3508801;SP;Cafelândia;17917;>10k;
3524600;SP;Jacupiranga;17911;>10k;
5217708;GO;Pontalina;17899;>10k;
4312658;RS;Não-Me-Toque;17886;>10k;
4105201;PR;Cerro Azul;17884;>10k;
2706802;AL;Piaçabuçu;17868;>10k;
2412609;RN;São Paulo do Potengi;17858;>10k;
3104502;MG;Arinos;17850;>10k;
2901908;BA;Aporá;17840;>10k;
2302909;CE;Capistrano;17830;>10k;
3551900;SP;Severínia;17820;>10k;
2104206;MA;Fortuna;17812;>10k;
2910750;BA;Fátima;17801;>10k;
1502772;PA;Curionópolis;17764;>10k;
2303402;CE;Carnaubal;17763;>10k;
3523305;SP;Itariri;17754;>10k;
3115102;MG;Cássia;17741;>10k;
2501906;PB;Belém;17733;>10k;
2312106;CE;Santana do Cariri;17726;>10k;
2701605;AL;Canapi;17715;>10k;
2704104;AL;Lagoa da Canoa;17692;>10k;
3540804;SP;Potirendaba;17668;>10k;
3150802;MG;Piranga;17641;>10k;
1713205;TO;Miracema do Tocantins;17628;>10k;
1600154;AP;Pedra Branca do Amapari;17625;>10k;
2210409;PI;São Miguel do Tapuio;17617;>10k;
3108008;MG;Bom Sucesso;17612;>10k;
4217501;SC;Seara;17610;>10k;
2200509;PI;Amarante;17609;>10k;
2504900;PB;Cruz do Espírito Santo;17599;>10k;
2300408;CE;Aiuaba;17584;>10k;
2100832;MA;Apicum-Açu;17582;>10k;
2923357;BA;Ourolândia;17567;>10k;
4127403;PR;Terra Roxa;17562;>10k;
5106372;MT;Pedra Preta;17547;>10k;
3511706;SP;Charqueada;17539;>10k;
3148608;MG;Peçanha;17534;>10k;
2200202;PI;Água Branca;17525;>10k;
3144706;MG;Nova Era;17524;>10k;
2931053;BA;Tanque Novo;17518;>10k;
2700201;AL;Anadia;17507;>10k;
3170529;MG;Urucuia;17470;>10k;
5006903;MS;Porto Murtinho;17460;>10k;
2101251;MA;Bacabeira;17446;>10k;
3117504;MG;Conceição do Mato Dentro;17438;>10k;
2929602;BA;Sapeaçu;17421;>10k;
5207907;GO;Flores de Goiás;17415;>10k;
3508108;SP;Buritama;17414;>10k;
3521705;SP;Itaberá;17405;>10k;
2907905;BA;Cipó;17402;>10k;
3154309;MG;Resplendor;17396;>10k;
4107603;PR;Faxinal;17379;>10k;
3538105;SP;Pindorama;17378;>10k;
3545001;SP;Salesópolis;17363;>10k;
4321105;RS;Tapes;17363;>10k;
2929701;BA;Sátiro Dias;17330;>10k;
4210605;SC;Massaranduba;17330;>10k;
2804003;SE;Maruim;17328;>10k;
2108900;MA;Poção de Pedras;17321;>10k;
2106631;MA;Matões do Norte;17316;>10k;
2608008;PE;Jataúba;17305;>10k;
4127205;PR;Terra Boa;17304;>10k;
3161007;MG;São Domingos do Prata;17296;>10k;
4127601;PR;Tijucas do Sul;17295;>10k;
2907608;BA;Central;17293;>10k;
2308609;CE;Monsenhor Tabosa;17264;>10k;
3528007;SP;Macatuba;17263;>10k;
2930303;BA;Serra Dourada;17261;>10k;
1501576;PA;Bom Jesus do Tocantins;17254;>10k;
2801504;SE;Carmópolis;17232;>10k;
2310902;CE;Piquet Carneiro;17210;>10k;
2900355;BA;Adustina;17209;>10k;
1301654;AM;Guajará;17193;>10k;
5107800;MT;Santo Antônio do Leverger;17188;>10k;
3203700;ES;Muniz Freire;17176;>10k;
2503506;PB;Cacimba de Dentro;17169;>10k;
4106308;PR;Corbélia;17162;>10k;
3203346;ES;Marechal Floriano;17141;>10k;
4208401;SC;Itapiranga;17139;>10k;
5206404;GO;Crixás;17136;>10k;
4323804;RS;Xangri-lá;17126;>10k;
2105476;MA;Jenipapo dos Vieiras;17123;>10k;
2106409;MA;Mata Roma;17122;>10k;
2930808;BA;Souto Soares;17118;>10k;
2908705;BA;Condeúba;17113;>10k;
2516300;PB;Sumé;17096;>10k;
2900405;BA;Água Fria;17096;>10k;
2908309;BA;Conceição do Almeida;17087;>10k;
5101258;MT;Araputanga;17078;>10k;
2607802;PE;Itaquitinga;17056;>10k;
4127304;PR;Terra Rica;17054;>10k;
2913101;BA;Ibititá;17048;>10k;
1504976;PA;Nova Ipixuna;17027;>10k;
5105606;MT;Matupá;17017;>10k;
2903508;BA;Belo Campo;17013;>10k;
4215505;SC;Santa Cecília;17004;>10k;
2904050;BA;Bonito;16999;>10k;
5107701;MT;Rosário Oeste;16999;>10k;
4121406;PR;Realeza;16976;>10k;
2104008;MA;Esperantinópolis;16971;>10k;
1720903;TO;Taguatinga;16966;>10k;
4204251;SC;Cocal do Sul;16956;>10k;
3108552;MG;Brasilândia de Minas;16950;>10k;
2931301;BA;Tapiramutá;16939;>10k;
3145109;MG;Nova Resende;16937;>10k;
2701704;AL;Capela;16907;>10k;
3151701;MG;Poço Fundo;16900;>10k;
4305454;RS;Cidreira;16897;>10k;
3517604;SP;Guapiara;16896;>10k;
1304104;AM;Tapauá;16876;>10k;
3537008;SP;Pedregulho;16876;>10k;
2920205;BA;Malhada;16875;>10k;
3300936;RJ;Carapebus;16859;>10k;
2500809;PB;Araçagi;16857;>10k;
3110905;MG;Campanha;16855;>10k;
2924306;BA;Piatã;16854;>10k;
2906824;BA;Canudos;16832;>10k;
5105176;MT;Juruena;16811;>10k;
3521309;SP;Ipuã;16794;>10k;
3552700;SP;Tabatinga;16787;>10k;
2304459;CE;Fortim;16776;>10k;
3203130;ES;João Neiva;16774;>10k;
1501600;PA;Bonito;16769;>10k;
3169000;MG;Tocantins;16769;>10k;
2106375;MA;Maranhãozinho;16754;>10k;
3138609;MG;Lima Duarte;16749;>10k;
2311959;CE;Salitre;16714;>10k;
2924207;BA;Pedro Alexandre;16698;>10k;
3152402;MG;Poté;16675;>10k;
2932606;BA;Urandi;16672;>10k;
2313559;CE;Tururu;16588;>10k;
2102077;MA;Bom Lugar;16578;>10k;
1600808;AP;Vitória do Jari;16572;>10k;
4114401;PR;Mangueirinha;16572;>10k;
2103554;MA;Conceição do Lago-Açu;16559;>10k;
2609105;PE;Machados;16549;>10k;
5204300;GO;Caçu;16525;>10k;
3153905;MG;Raposos;16501;>10k;
4116208;PR;Morretes;16485;>10k;
2922706;BA;Nova Canaã;16482;>10k;
4126801;PR;Tapejara;16480;>10k;
3149804;MG;Perdizes;16469;>10k;
2913002;BA;Ibitiara;16463;>10k;
4126504;PR;Sertanópolis;16456;>10k;
3147600;MG;Passa Quatro;16439;>10k;
1501006;PA;Aveiro;16421;>10k;
5105507;MT;Vila Bela da Santíssima Trindade;16412;>10k;
4102901;PR;Bituruna;16411;>10k;
1301605;AM;Fonte Boa;16409;>10k;
1300029;AM;Alvarães;16396;>10k;
3157906;MG;Santa Margarida;16393;>10k;
4316600;RS;Sananduva;16382;>10k;
2105906;MA;Lago Verde;16369;>10k;
2310803;CE;Pereiro;16356;>10k;
2608701;PE;Lagoa dos Gatos;16345;>10k;
4105706;PR;Clevelândia;16344;>10k;
4300109;RS;Agudo;16344;>10k;
2910859;BA;Filadélfia;16314;>10k;
2924504;BA;Pindaí;16308;>10k;
4204509;SC;Corupá;16300;>10k;
2108058;MA;Paulino Neves;16295;>10k;
3112604;MG;Capinópolis;16294;>10k;
3133758;MG;Itaú de Minas;16286;>10k;
1504752;PA;Mojuí dos Campos;16282;>10k;
3507407;SP;Borborema;16278;>10k;
5004304;MS;Iguatemi;16273;>10k;
2912301;BA;Ibicuí;16262;>10k;
2404507;RN;Guamaré;16261;>10k;
2612901;PE;São Benedito do Sul;16239;>10k;
2105609;MA;Joselândia;16228;>10k;
2903276;BA;Barrocas;16225;>10k;
5102603;MT;Campinápolis;16223;>10k;
3501004;SP;Altinópolis;16221;>10k;
2110278;MA;Santo Amaro do Maranhão;16219;>10k;
2700508;AL;Barra de Santo Antônio;16201;>10k;
2915007;BA;Itaeté;16164;>10k;
1101401;RO;Monte Negro;16158;>10k;
2105351;MA;Itaipava do Grajaú;16158;>10k;
4308904;RS;Getúlio Vargas;16158;>10k;
2511301;PB;Piancó;16147;>10k;
4212106;SC;Palmitos;16144;>10k;
2908002;BA;Coaraci;16128;>10k;
3549953;SP;São Lourenço da Serra;16127;>10k;
4104428;PR;Candói;16126;>10k;
2311355;CE;Quixelô;16116;>10k;
3515400;SP;Fartura;16102;>10k;
4319406;RS;São Pedro do Sul;16100;>10k;
1100056;RO;Cerejeiras;16088;>10k;
2901155;BA;América Dourada;16086;>10k;
2300705;CE;Alto Santo;16077;>10k;
5214002;GO;Mozarlândia;16077;>10k;
2100808;MA;Anapurus;16054;>10k;
5106158;MT;Nova Bandeirantes;16052;>10k;
2927309;BA;Salinas da Margarida;16047;>10k;
3145000;MG;Nova Ponte;16046;>10k;
5000203;MS;Água Clara;16025;>10k;
2414001;RN;Tangará;16008;>10k;
1304302;AM;Urucará;16007;>10k;
2608206;PE;Joaquim Nabuco;15999;>10k;
2931806;BA;Tremedal;15996;>10k;
2903607;BA;Biritinga;15989;>10k;
3543006;SP;Ribeirão Branco;15984;>10k;
1300904;AM;Canutama;15981;>10k;
1507409;PA;São Francisco do Pará;15978;>10k;
5209952;GO;Indiara;15962;>10k;
3535408;SP;Panorama;15944;>10k;
3127800;MG;Grão Mogol;15943;>10k;
5107008;MT;Poxoréu;15936;>10k;
3544251;SP;Rosana;15929;>10k;
3146909;MG;Papagaios;15922;>10k;
2910404;BA;Encruzilhada;15914;>10k;
4104600;PR;Capitão Leônidas Marques;15887;>10k;
2406502;RN;Lagoa Nova;15880;>10k;
2612307;PE;Saloá;15880;>10k;
2918753;BA;Lagoa Real;15870;>10k;
3133006;MG;Itamonte;15844;>10k;
5215306;GO;Orizona;15834;>10k;
3140159;MG;Mário Campos;15814;>10k;
2309201;CE;Nova Olinda;15798;>10k;
2111029;MA;São João do Carú;15768;>10k;
3162807;MG;São João Evangelista;15761;>10k;
2404705;RN;Ipanguaçu;15759;>10k;
2311900;CE;Saboeiro;15757;>10k;
5104203;MT;Guiratinga;15740;>10k;
4309001;RS;Giruá;15729;>10k;
1200013;AC;Acrelândia;15721;>10k;
2612455;PE;Santa Cruz;15713;>10k;
3305703;RJ;Sumidouro;15709;>10k;
4315503;RS;Restinga Sêca;15702;>10k;
2802304;SE;Frei Paulo;15688;>10k;
2100873;MA;Araguanã;15675;>10k;
3555109;SP;Tupi Paulista;15670;>10k;
2913408;BA;Igaporã;15661;>10k;
3111507;MG;Campos Altos;15661;>10k;
3203304;ES;Mantenópolis;15653;>10k;
1505007;PA;Nova Timboteua;15646;>10k;
2410108;RN;Poço Branco;15646;>10k;
3545605;SP;Santa Adélia;15639;>10k;
2703007;AL;Ibateguara;15637;>10k;
2605806;PE;Frei Miguelinho;15633;>10k;
3527603;SP;Luís Antônio;15628;>10k;
2501609;PB;Barra de Santa Rosa;15607;>10k;
3519055;SP;Holambra;15605;>10k;
3203809;ES;Muqui;15602;>10k;
4307500;RS;Espumoso;15594;>10k;
3514809;SP;Eldorado;15592;>10k;
4205001;SC;Dionísio Cerqueira;15592;>10k;
3538204;SP;Pinhalzinho;15564;>10k;
4306502;RS;Dom Feliciano;15556;>10k;
2909208;BA;Coronel João Sá;15549;>10k;
2609303;PE;Mirandiba;15548;>10k;
2109403;MA;Primeira Cruz;15545;>10k;
2929057;BA;São Félix do Coribe;15543;>10k;
3120805;MG;Cruzília;15529;>10k;
3125705;MG;Felixlândia;15528;>10k;
2926806;BA;Rio do Antônio;15521;>10k;
3300902;RJ;Cambuci;15521;>10k;
4211603;SC;Nova Veneza;15515;>10k;
3133105;MG;Itanhandu;15511;>10k;
3133402;MG;Itapagipe;15511;>10k;
2516508;PB;Taperoá;15505;>10k;
2102358;MA;Buritirana;15503;>10k;
1302207;AM;Juruá;15495;>10k;
2608404;PE;Jurema;15483;>10k;
3136009;MG;Joaíma;15476;>10k;
2513406;PB;Santa Luzia;15470;>10k;
3123908;MG;Entre Rios de Minas;15458;>10k;
5003157;MS;Coronel Sapucaia;15449;>10k;
3550902;SP;São Simão;15446;>10k;
2923050;BA;Novo Triunfo;15445;>10k;
2504801;PB;Coremas;15438;>10k;
4122008;PR;Rio Azul;15433;>10k;
1508357;PA;Vitória do Xingu;15421;>10k;
2409902;RN;Pendências;15411;>10k;
4102802;PR;Bela Vista do Paraíso;15400;>10k;
3112703;MG;Capitão Enéas;15388;>10k;
3302056;RJ;Italva;15387;>10k;
4209607;SC;Lauro Müller;15380;>10k;
3156809;MG;Sabinópolis;15364;>10k;
3553955;SP;Tarumã;15361;>10k;
4125100;PR;São João do Triunfo;15359;>10k;
2516904;PB;Uiraúna;15356;>10k;
3116100;MG;Chapada do Norte;15334;>10k;
2516706;PB;Teixeira;15333;>10k;
5105903;MT;Nobres;15332;>10k;
3521903;SP;Itajobi;15331;>10k;
2204709;PI;Inhuma;15330;>10k;
4110508;PR;Ipiranga;15327;>10k;
3504206;SP;Auriflama;15316;>10k;
2804201;SE;Monte Alegre de Sergipe;15315;>10k;
2308203;CE;Meruoca;15309;>10k;
2609808;PE;Orocó;15309;>10k;
3303104;RJ;Natividade;15305;>10k;
3551405;SP;Serra Azul;15292;>10k;
4107009;PR;Curiúva;15289;>10k;
3104304;MG;Areado;15288;>10k;
4126678;PR;Tamarana;15277;>10k;
2706505;AL;Passo de Camaragibe;15270;>10k;
1400050;RR;Alto Alegre;15249;>10k;
2911402;BA;Glória;15247;>10k;
2918506;BA;Jussara;15241;>10k;
2615706;PE;Triunfo;15232;>10k;
2611408;PE;Primavera;15231;>10k;
2900306;BA;Acajutiba;15214;>10k;
1100064;RO;Colorado do Oeste;15213;>10k;
2516102;PB;Soledade;15211;>10k;
3142205;MG;Miraí;15205;>10k;
3522802;SP;Itaporanga;15197;>10k;
2925600;BA;Presidente Dutra;15180;>10k;
2903235;BA;Barro Alto;15171;>10k;
3520905;SP;Ipaussu;15165;>10k;
3201001;ES;Boa Esperança;15146;>10k;
2300150;CE;Acarape;15140;>10k;
3102308;MG;Alvinópolis;15135;>10k;
3506706;SP;Boa Esperança do Sul;15111;>10k;
2931608;BA;Teolândia;15097;>10k;
2302057;CE;Barroquinha;15069;>10k;
2106805;MA;Mirinzal;15059;>10k;
3134004;MG;Itinga;15053;>10k;
2405603;RN;Jardim de Piranhas;15044;>10k;
4320701;RS;Sobradinho;15041;>10k;
3114105;MG;Carmo de Minas;15031;>10k;
4211504;SC;Nova Trento;15010;>10k;
2608305;PE;Jupi;15007;>10k;
4121505;PR;Rebouças;14991;>10k;
2912509;BA;Ibipitanga;14989;>10k;
2107456;MA;Olinda Nova do Maranhão;14968;>10k;
4123006;PR;Salto do Lontra;14957;>10k;
4100608;PR;Alto Paraná;14945;>10k;
3536307;SP;Patrocínio Paulista;14941;>10k;
2414605;RN;Upanema;14937;>10k;
3516002;SP;Flórida Paulista;14936;>10k;
3108404;MG;Botelhos;14927;>10k;
3546009;SP;Santa Branca;14925;>10k;
4123808;PR;Santa Izabel do Oeste;14924;>10k;
2400703;RN;Alto do Rodrigues;14923;>10k;
2311108;CE;Porteiras;14920;>10k;
2608057;PE;Jatobá;14904;>10k;
3112000;MG;Candeias;14890;>10k;
1501725;PA;Brasil Novo;14883;>10k;
2409803;RN;Pedro Velho;14881;>10k;
2103257;MA;Cidelândia;14855;>10k;
2917409;BA;Jacaraci;14855;>10k;
5103700;MT;Feliz Natal;14847;>10k;
2107209;MA;Nina Rodrigues;14826;>10k;
2600609;PE;Alagoinha;14798;>10k;
3107802;MG;Bom Jesus do Galho;14792;>10k;
4101903;PR;Assaí;14792;>10k;
2516607;PB;Tavares;14791;>10k;
2616506;PE;Xexéu;14789;>10k;
2929008;BA;São Félix;14784;>10k;
1502855;PA;Curuá;14776;>10k;
2300903;CE;Apuiarés;14742;>10k;
4206009;SC;Governador Celso Ramos;14739;>10k;
2925253;BA;Ponto Novo;14729;>10k;
2104602;MA;Governador Eugênio Barros;14703;>10k;
2414209;RN;Tibau do Sul;14694;>10k;
1303957;AM;São Sebastião do Uatumã;14678;>10k;
2905156;BA;Caetanos;14671;>10k;
3200300;ES;Alfredo Chaves;14670;>10k;
2210706;PI;Simões;14664;>10k;
2804904;SE;Pacatuba;14650;>10k;
2915353;BA;Itaguaçu da Bahia;14650;>10k;
2612554;PE;Santa Filomena;14645;>10k;
4301636;RS;Balneário Pinhal;14645;>10k;
2207504;PI;Palmeirais;14633;>10k;
2601300;PE;Barra de Guabiraba;14632;>10k;
2926509;BA;Ribeira do Amparo;14631;>10k;
2500502;PB;Alagoinha;14629;>10k;
3140803;MG;Matias Barbosa;14626;>10k;
3142700;MG;Montalvânia;14621;>10k;
3106903;MG;Bicas;14612;>10k;
3158201;MG;Santa Maria do Suaçuí;14607;>10k;
4104402;PR;Cândido de Abreu;14606;>10k;
3110301;MG;Caldas;14600;>10k;
2916856;BA;Itatim;14588;>10k;
2926103;BA;Retirolândia;14588;>10k;
2918209;BA;Jiquiriçá;14576;>10k;
5006358;MS;Paranhos;14576;>10k;
5213004;GO;Maurilândia;14568;>10k;
3102001;MG;Alterosa;14566;>10k;
3304128;RJ;Quatis;14562;>10k;
2309003;CE;Mucambo;14561;>10k;
2203503;PI;Elesbão Veloso;14550;>10k;
2930402;BA;Serra Preta;14531;>10k;
4207106;SC;Ilhota;14531;>10k;
2102556;MA;Campestre do Maranhão;14530;>10k;
2401206;RN;Arês;14526;>10k;
2904001;BA;Boninal;14518;>10k;
2110302;MA;Santo Antônio dos Lopes;14516;>10k;
3157708;MG;Santa Juliana;14497;>10k;
2912905;BA;Ibirataia;14476;>10k;
2105153;MA;Igarapé do Meio;14470;>10k;
2507309;PB;Jacaraú;14467;>10k;
2707206;AL;Poço das Trincheiras;14447;>10k;
4302352;RS;Bom Princípio;14446;>10k;
5220009;GO;São João d'Aliança;14423;>10k;
2901353;BA;Andorinha;14416;>10k;
2304657;CE;Graça;14415;>10k;
2906600;BA;Candiba;14415;>10k;
3553005;SP;Taguaí;14415;>10k;
4115408;PR;Marmeleiro;14407;>10k;
2205409;PI;Joaquim Pires;14396;>10k;
2604155;PE;Casinhas;14395;>10k;
1100700;RO;Campo Novo de Rondônia;14391;>10k;
4104709;PR;Carlópolis;14391;>10k;
5108006;MT;Tapurah;14380;>10k;
2108405;MA;Peri Mirim;14371;>10k;
2200301;PI;Alto Longá;14371;>10k;
3108909;MG;Brazópolis;14364;>10k;
3104601;MG;Astolfo Dutra;14358;>10k;
2210508;PI;São Pedro do Piauí;14356;>10k;
2306009;CE;Iracema;14351;>10k;
2915205;BA;Itagibá;14331;>10k;
3534906;SP;Pacaembu;14326;>10k;
3155702;MG;Rio Piracicaba;14325;>10k;
3541703;SP;Quatá;14309;>10k;
2612703;PE;Santa Maria do Cambucá;14308;>10k;
3522901;SP;Itapuí;14297;>10k;
1300086;AM;Anamã;14292;>10k;
2502805;PB;Brejo do Cruz;14287;>10k;
3168408;MG;Tarumirim;14280;>10k;
2111722;MA;Satubinha;14274;>10k;
3128105;MG;Guapé;14269;>10k;
4305207;RS;Cerro Largo;14243;>10k;
2913804;BA;Ipecaetá;14229;>10k;
3116159;MG;Chapada Gaúcha;14217;>10k;
5209903;GO;Iaciara;14215;>10k;
4118006;PR;Paraíso do Norte;14211;>10k;
5209200;GO;Guapó;14206;>10k;
2806305;SE;Santa Luzia do Itanhy;14205;>10k;
4301107;RS;Arroio dos Ratos;14201;>10k;
2304509;CE;Frecheirinha;14195;>10k;
4317905;RS;Santo Cristo;14177;>10k;
4217600;SC;Siderópolis;14176;>10k;
2922607;BA;Nilo Peçanha;14156;>10k;
2904308;BA;Brejões;14155;>10k;
3301801;RJ;Engenheiro Paulo de Frontin;14138;>10k;
2933059;BA;Várzea da Roça;14135;>10k;
3129707;MG;Ibiraci;14128;>10k;
2506400;PB;Gurinhém;14125;>10k;
2909109;BA;Coribe;14108;>10k;
1507508;PA;São João do Araguaia;14105;>10k;
5222005;GO;Vianópolis;14088;>10k;
3202603;ES;Iconha;14083;>10k;
2509206;PB;Massaranduba;14077;>10k;
3109501;MG;Cabo Verde;14074;>10k;
3528809;SP;Maracaí;14069;>10k;
3205176;ES;Vila Valério;14065;>10k;
3504404;SP;Avanhandava;14063;>10k;
4111407;PR;Ivaí;14049;>10k;
1502764;PA;Cumaru do Norte;14044;>10k;
2708907;AL;Satuba;14042;>10k;
2404606;RN;Ielmo Marinho;14033;>10k;
4101705;PR;Araruna;14029;>10k;
3139904;MG;Maria da Fé;14019;>10k;
4118808;PR;Peabiru;14017;>10k;
1711902;TO;Lagoa da Confusão;13989;>10k;
2313906;CE;Uruoca;13988;>10k;
3202702;ES;Itaguaçu;13982;>10k;
2111763;MA;Senador La Rocque;13981;>10k;
2909703;BA;Cristópolis;13981;>10k;
2902500;BA;Baianópolis;13979;>10k;
2308377;CE;Miraíma;13965;>10k;
3556008;SP;Urupês;13965;>10k;
1716505;TO;Pedro Afonso;13964;>10k;
4107504;PR;Engenheiro Beltrão;13962;>10k;
3532009;SP;Morungaba;13936;>10k;
5213756;GO;Montividiu;13935;>10k;
2927606;BA;Santa Brígida;13917;>10k;
2901403;BA;Angical;13902;>10k;
2932408;BA;Uibaí;13894;>10k;
2708956;AL;Senador Rui Palmeira;13893;>10k;
3539400;SP;Piratininga;13890;>10k;
4103909;PR;Campina da Lagoa;13888;>10k;
4217006;SC;São Ludgero;13886;>10k;
2103158;MA;Centro do Guilherme;13876;>10k;
2203305;PI;Demerval Lobão;13862;>10k;
4111902;PR;Jaguapitã;13861;>10k;
2615508;PE;Tracunhaém;13856;>10k;
1304260;AM;Uarini;13839;>10k;
2920452;BA;Mansidão;13822;>10k;
4317806;RS;Santo Augusto;13813;>10k;
4216701;SC;São José do Cedro;13811;>10k;
1100346;RO;Alvorada D'Oeste;13807;>10k;
2515500;PB;Serra Branca;13807;>10k;
2512408;PB;Puxinanã;13801;>10k;
2112852;MA;Vila Nova dos Martírios;13800;>10k;
5221700;GO;Uruana;13795;>10k;
1506112;PA;Quatipuru;13794;>10k;
5005806;MS;Nioaque;13794;>10k;
3541901;SP;Queluz;13788;>10k;
4201950;SC;Balneário Arroio do Silva;13782;>10k;
2909406;BA;Cotegipe;13756;>10k;
3556107;SP;Valentim Gentil;13732;>10k;
3117702;MG;Conceição do Rio Verde;13729;>10k;
3171600;MG;Virgem da Lapa;13729;>10k;
4308102;RS;Feliz;13728;>10k;
5104609;MT;Itiquira;13727;>10k;
2110237;MA;Santana do Maranhão;13704;>10k;
4113908;PR;Mallet;13697;>10k;
3535101;SP;Palmares Paulista;13691;>10k;
5002605;MS;Camapuã;13675;>10k;
3202652;ES;Irupi;13672;>10k;
2409100;RN;Passa e Fica;13667;>10k;
4108502;PR;General Carneiro;13661;>10k;
3101003;MG;Águas Vermelhas;13656;>10k;
3142007;MG;Mirabela;13651;>10k;
4110607;PR;Iporã;13642;>10k;
2604403;PE;Chã de Alegria;13641;>10k;
2920908;BA;Mascote;13619;>10k;
4301909;RS;Barra do Ribeiro;13618;>10k;
2500908;PB;Arara;13613;>10k;
2303931;CE;Choró;13608;>10k;
5207808;GO;Firminópolis;13604;>10k;
1400027;RR;Amajari;13561;>10k;
2310100;CE;Palmácia;13553;>10k;
1713304;TO;Miranorte;13551;>10k;
2924058;BA;Pé de Serra;13535;>10k;
2807501;SE;Tomar do Geru;13534;>10k;
2400505;RN;Alexandria;13529;>10k;
4114500;PR;Manoel Ribas;13517;>10k;
3132206;MG;Itaguara;13510;>10k;
3140506;MG;Martinho Campos;13497;>10k;
3538501;SP;Piquete;13495;>10k;
2607703;PE;Itapetim;13492;>10k;
2930600;BA;Serrolândia;13490;>10k;
2706448;AL;Paripueira;13484;>10k;
1300839;AM;Caapiranga;13482;>10k;
1302306;AM;Jutaí;13462;>10k;
3525508;SP;Joanópolis;13453;>10k;
2905503;BA;Caldeirão Grande;13452;>10k;
4301206;RS;Arroio do Tigre;13452;>10k;
4110078;PR;Imbaú;13449;>10k;
3100302;MG;Abre Campo;13434;>10k;
2803401;SE;Japoatã;13422;>10k;
2305266;CE;Ibaretama;13385;>10k;
4119806;PR;Planalto;13385;>10k;
4321402;RS;Tenente Portela;13385;>10k;
3154903;MG;Rio Casca;13384;>10k;
3542909;SP;Ribeirão Bonito;13376;>10k;
3123205;MG;Dores do Indaiá;13373;>10k;
4210001;SC;Luiz Alves;13347;>10k;
2508604;PB;Lucena;13344;>10k;
4104451;PR;Cantagalo;13340;>10k;
3100609;MG;Água Boa;13319;>10k;
4103107;PR;Bocaiúva do Sul;13308;>10k;
5219803;GO;São Domingos;13305;>10k;
2608602;PE;Lagoa do Ouro;13300;>10k;
3535002;SP;Palestina;13285;>10k;
4306007;RS;Crissiumal;13269;>10k;
1100379;RO;Alto Alegre dos Parecis;13268;>10k;
2902658;BA;Banzaê;13251;>10k;
4122156;PR;Rio Bonito do Iguaçu;13240;>10k;
2509404;PB;Mogeiro;13238;>10k;
4102307;PR;Balsa Nova;13238;>10k;
3162450;MG;São João das Missões;13232;>10k;
2602704;PE;Buenos Aires;13224;>10k;
2922656;BA;Nordestina;13197;>10k;
4117107;PR;Nova Londrina;13188;>10k;
1709005;TO;Goiatins;13169;>10k;
3143005;MG;Monte Belo;13139;>10k;
2308351;CE;Milhã;13129;>10k;
4220000;SC;Balneário Rincão;13129;>10k;
2903003;BA;Barra do Mendes;13128;>10k;
4215455;SC;Sangão;13128;>10k;
2704807;AL;Maribondo;13123;>10k;
2901304;BA;Andaraí;13122;>10k;
2603926;PE;Carnaubeira da Penha;13117;>10k;
2404309;RN;Governador Dix-Sept Rosado;13115;>10k;
3137403;MG;Lagoa Dourada;13115;>10k;
2303907;CE;Chaval;13112;>10k;
2930758;BA;Sítio do Mato;13104;>10k;
5106109;MT;Nossa Senhora do Livramento;13093;>10k;
3203353;ES;Marilândia;13091;>10k;
2312601;CE;São Luís do Curu;13086;>10k;
4218806;SC;Turvo;13080;>10k;
3120201;MG;Cristais;13060;>10k;
3202256;ES;Governador Lindenberg;13047;>10k;
5003454;MS;Deodápolis;13043;>10k;
4300802;RS;Antônio Prado;13041;>10k;
3529807;SP;Mineiros do Tietê;13023;>10k;
5214838;GO;Nova Crixás;13020;>10k;
2931707;BA;Terra Nova;13018;>10k;
4119103;PR;Piên;13015;>10k;
3139805;MG;Mar de Espanha;12985;>10k;
4127965;PR;Turvo;12977;>10k;
1505635;PA;Piçarra;12976;>10k;
2929800;BA;Saúde;12971;>10k;
2913457;BA;Igrapiúna;12963;>10k;
2902005;BA;Aracatu;12960;>10k;
